# fields
key,value
document_type,medium-observability-run-v2
version,1.0.0
generated,false
benchmark_size_class,medium-v2
benchmark_profile,observability-v2
run_id,OBS-2026-05-21

# table:services
id,name,runtime,owner
SVC-001,service-1,rust,team-2
SVC-002,service-2,node,team-3
SVC-003,service-3,go,team-4
SVC-004,service-4,python,team-5
SVC-005,service-5,rust,team-6
SVC-006,service-6,node,team-1
SVC-007,service-7,go,team-2
SVC-008,service-8,python,team-3
SVC-009,service-9,rust,team-4
SVC-010,service-10,node,team-5
SVC-011,service-11,go,team-6
SVC-012,service-12,python,team-1
SVC-013,service-13,rust,team-2
SVC-014,service-14,node,team-3
SVC-015,service-15,go,team-4
SVC-016,service-16,python,team-5
SVC-017,service-17,rust,team-6
SVC-018,service-18,node,team-1
SVC-019,service-19,go,team-2
SVC-020,service-20,python,team-3
SVC-021,service-21,rust,team-4

# table:spans
id,service_id,operation,duration_ms,status
SPAN-014-010-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-014-012-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-014-014-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-014-016-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-014-018-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-014-020-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-014-022-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-015-002-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-015-004-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-015-006-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-015-008-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-015-010-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-015-012-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-015-014-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-015-016-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-015-018-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-015-020-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-015-022-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-016-002-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-016-004-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-016-006-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-016-008-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-016-010,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-016-012,debug,Bounded observability log message for benchmark token analysis.
SPAN-016-014,warning,Bounded observability log message for benchmark token analysis.
SPAN-016-016,debug,Bounded observability log message for benchmark token analysis.
SPAN-016-018,warning,Bounded observability log message for benchmark token analysis.
SPAN-016-020,debug,Bounded observability log message for benchmark token analysis.
SPAN-016-022,warning,Bounded observability log message for benchmark token analysis.
SPAN-017-002,warning,Bounded observability log message for benchmark token analysis.
SPAN-017-004,debug,Bounded observability log message for benchmark token analysis.
SPAN-017-006,warning,Bounded observability log message for benchmark token analysis.
SPAN-017-008,debug,Bounded observability log message for benchmark token analysis.
SPAN-017-010,warning,Bounded observability log message for benchmark token analysis.
SPAN-017-012,debug,Bounded observability log message for benchmark token analysis.
SPAN-017-014,warning,Bounded observability log message for benchmark token analysis.
SPAN-017-016,debug,Bounded observability log message for benchmark token analysis.
SPAN-017-018,warning,Bounded observability log message for benchmark token analysis.
SPAN-017-020,debug,Bounded observability log message for benchmark token analysis.
SPAN-017-022,warning,Bounded observability log message for benchmark token analysis.
SPAN-018-002,warning,Bounded observability log message for benchmark token analysis.
SPAN-018-004,debug,Bounded observability log message for benchmark token analysis.
SPAN-018-006,warning,Bounded observability log message for benchmark token analysis.
SPAN-018-008,debug,Bounded observability log message for benchmark token analysis.
SPAN-018-010,warning,Bounded observability log message for benchmark token analysis.
SPAN-018-012,debug,Bounded observability log message for benchmark token analysis.
SPAN-018-014,warning,Bounded observability log message for benchmark token analysis.
SPAN-018-016,debug,Bounded observability log message for benchmark token analysis.
SPAN-018-018,warning,Bounded observability log message for benchmark token analysis.
SPAN-018-020,debug,Bounded observability log message for benchmark token analysis.
SPAN-018-022,warning,Bounded observability log message for benchmark token analysis.
SPAN-019-002,warning,Bounded observability log message for benchmark token analysis.
SPAN-019-004,debug,Bounded observability log message for benchmark token analysis.
SPAN-019-006,warning,Bounded observability log message for benchmark token analysis.
SPAN-019-008,debug,Bounded observability log message for benchmark token analysis.
SPAN-019-010,warning,Bounded observability log message for benchmark token analysis.
SPAN-019-012,debug,Bounded observability log message for benchmark token analysis.
SPAN-019-014,warning,Bounded observability log message for benchmark token analysis.
SPAN-019-016,debug,Bounded observability log message for benchmark token analysis.
SPAN-019-018,warning,Bounded observability log message for benchmark token analysis.
SPAN-019-020,debug,Bounded observability log message for benchmark token analysis.
SPAN-019-022,warning,Bounded observability log message for benchmark token analysis.
SPAN-020-002,warning,Bounded observability log message for benchmark token analysis.
SPAN-020-004,debug,Bounded observability log message for benchmark token analysis.
SPAN-020-006,warning,Bounded observability log message for benchmark token analysis.
SPAN-020-008,debug,Bounded observability log message for benchmark token analysis.
SPAN-020-010,warning,Bounded observability log message for benchmark token analysis.
SPAN-020-012,debug,Bounded observability log message for benchmark token analysis.
SPAN-020-014,warning,Bounded observability log message for benchmark token analysis.
SPAN-020-016,debug,Bounded observability log message for benchmark token analysis.
SPAN-020-018,warning,Bounded observability log message for benchmark token analysis.
SPAN-020-020,debug,Bounded observability log message for benchmark token analysis.
SPAN-020-022,warning,Bounded observability log message for benchmark token analysis.
SPAN-021-002,warning,Bounded observability log message for benchmark token analysis.
SPAN-021-004,debug,Bounded observability log message for benchmark token analysis.
SPAN-021-006,warning,Bounded observability log message for benchmark token analysis.
SPAN-021-008,debug,Bounded observability log message for benchmark token analysis.
SPAN-021-010,warning,Bounded observability log message for benchmark token analysis.
SPAN-021-012,debug,Bounded observability log message for benchmark token analysis.
SPAN-021-014,warning,Bounded observability log message for benchmark token analysis.
SPAN-021-016,debug,Bounded observability log message for benchmark token analysis.
SPAN-021-018,warning,Bounded observability log message for benchmark token analysis.
SPAN-021-020,debug,Bounded observability log message for benchmark token analysis.
SPAN-021-022,warning,Bounded observability log message for benchmark token analysis.
