# fields
key,value
document_type,large-knowledge-graph
version,1.0.0
generated,true
benchmark_size_class,large
benchmark_profile,graph-relational

# table:nodes
id,kind,label,community,weight
NODE-01293,NODE-01294,owns,3
NODE-01294,NODE-01295,derives_from,4
NODE-01295,NODE-01296,depends_on,5
NODE-01286,NODE-01296,cross_links,1
NODE-01296,NODE-01297,mentions,6
NODE-01297,NODE-01298,owns,7
NODE-01298,NODE-01299,derives_from,8
NODE-01289,NODE-01299,cross_links,4
NODE-01299,NODE-01300,depends_on,9
NODE-01300,NODE-01301,mentions,10
NODE-01301,NODE-01302,owns,11
NODE-01292,NODE-01302,cross_links,7
NODE-01302,NODE-01303,derives_from,12
NODE-01303,NODE-01304,depends_on,13
NODE-01304,NODE-01305,mentions,14
NODE-01295,NODE-01305,cross_links,1
NODE-01305,NODE-01306,owns,15
NODE-01306,NODE-01307,derives_from,16
NODE-01307,NODE-01308,depends_on,17
NODE-01298,NODE-01308,cross_links,4
NODE-01308,NODE-01309,mentions,1
NODE-01309,NODE-01310,owns,2
NODE-01310,NODE-01311,derives_from,3
NODE-01301,NODE-01311,cross_links,7
NODE-01311,NODE-01312,depends_on,4
NODE-01312,NODE-01313,mentions,5
NODE-01313,NODE-01314,owns,6
NODE-01304,NODE-01314,cross_links,1
NODE-01314,NODE-01315,derives_from,7
NODE-01315,NODE-01316,depends_on,8
NODE-01316,NODE-01317,mentions,9
NODE-01307,NODE-01317,cross_links,4
NODE-01317,NODE-01318,owns,10
NODE-01318,NODE-01319,derives_from,11
NODE-01319,NODE-01320,depends_on,12
NODE-01310,NODE-01320,cross_links,7
NODE-01320,NODE-01321,mentions,13
NODE-01321,NODE-01322,owns,14
NODE-01322,NODE-01323,derives_from,15
NODE-01313,NODE-01323,cross_links,1
NODE-01323,NODE-01324,depends_on,16
NODE-01324,NODE-01325,mentions,17
NODE-01325,NODE-01326,owns,1
NODE-01316,NODE-01326,cross_links,4
NODE-01326,NODE-01327,derives_from,2
NODE-01327,NODE-01328,depends_on,3
NODE-01328,NODE-01329,mentions,4
NODE-01319,NODE-01329,cross_links,7
NODE-01329,NODE-01330,owns,5
NODE-01330,NODE-01331,derives_from,6
NODE-01331,NODE-01332,depends_on,7
NODE-01322,NODE-01332,cross_links,1
NODE-01332,NODE-01333,mentions,8
NODE-01333,NODE-01334,owns,9
NODE-01334,NODE-01335,derives_from,10
NODE-01325,NODE-01335,cross_links,4
NODE-01335,NODE-01336,depends_on,11
NODE-01336,NODE-01337,mentions,12
NODE-01337,NODE-01338,owns,13
NODE-01328,NODE-01338,cross_links,7
NODE-01338,NODE-01339,derives_from,14
NODE-01339,NODE-01340,depends_on,15
NODE-01340,NODE-01341,mentions,16
NODE-01331,NODE-01341,cross_links,1
NODE-01341,NODE-01342,owns,17
NODE-01342,NODE-01343,derives_from,1
NODE-01343,NODE-01344,depends_on,2
NODE-01334,NODE-01344,cross_links,4
NODE-01344,NODE-01345,mentions,3
NODE-01345,NODE-01346,owns,4
NODE-01346,NODE-01347,derives_from,5
NODE-01337,NODE-01347,cross_links,7
NODE-01347,NODE-01348,depends_on,6
NODE-01348,NODE-01349,mentions,7
NODE-01349,NODE-01350,owns,8
NODE-01340,NODE-01350,cross_links,1
NODE-01350,NODE-01351,derives_from,9
NODE-01351,NODE-01352,depends_on,10
NODE-01352,NODE-01353,mentions,11
NODE-01343,NODE-01353,cross_links,4
NODE-01353,NODE-01354,owns,12
NODE-01354,NODE-01355,derives_from,13
NODE-01355,NODE-01356,depends_on,14
NODE-01346,NODE-01356,cross_links,7
NODE-01356,NODE-01357,mentions,15
NODE-01357,NODE-01358,owns,16
NODE-01358,NODE-01359,derives_from,17
NODE-01349,NODE-01359,cross_links,1
NODE-01359,NODE-01360,depends_on,1
NODE-01360,NODE-01361,mentions,2
NODE-01361,NODE-01362,owns,3
NODE-01352,NODE-01362,cross_links,4
NODE-01362,NODE-01363,derives_from,4
NODE-01363,NODE-01364,depends_on,5
NODE-01364,NODE-01365,mentions,6
NODE-01355,NODE-01365,cross_links,7
NODE-01365,NODE-01366,owns,7
NODE-01366,NODE-01367,derives_from,8
NODE-01367,NODE-01368,depends_on,9
NODE-01358,NODE-01368,cross_links,1
NODE-01368,NODE-01369,mentions,10
NODE-01369,NODE-01370,owns,11
NODE-01370,NODE-01371,derives_from,12
NODE-01361,NODE-01371,cross_links,4
NODE-01371,NODE-01372,depends_on,13
NODE-01372,NODE-01373,mentions,14
NODE-01373,NODE-01374,owns,15
NODE-01364,NODE-01374,cross_links,7
NODE-01374,NODE-01375,derives_from,16
NODE-01375,NODE-01376,depends_on,17
NODE-01376,NODE-01377,mentions,1
NODE-01367,NODE-01377,cross_links,1
NODE-01377,NODE-01378,owns,2
NODE-01378,NODE-01379,derives_from,3
NODE-01379,NODE-01380,depends_on,4
NODE-01370,NODE-01380,cross_links,4
NODE-01380,NODE-01381,mentions,5
NODE-01381,NODE-01382,owns,6
NODE-01382,NODE-01383,derives_from,7
NODE-01373,NODE-01383,cross_links,7
NODE-01383,NODE-01384,depends_on,8
NODE-01384,NODE-01385,mentions,9
NODE-01385,NODE-01386,owns,10
NODE-01376,NODE-01386,cross_links,1
NODE-01386,NODE-01387,derives_from,11
NODE-01387,NODE-01388,depends_on,12
NODE-01388,NODE-01389,mentions,13
NODE-01379,NODE-01389,cross_links,4
NODE-01389,NODE-01390,owns,14
NODE-01390,NODE-01391,derives_from,15
NODE-01391,NODE-01392,depends_on,16
NODE-01382,NODE-01392,cross_links,7
NODE-01392,NODE-01393,mentions,17
NODE-01393,NODE-01394,owns,1
NODE-01394,NODE-01395,derives_from,2
NODE-01385,NODE-01395,cross_links,1
NODE-01395,NODE-01396,depends_on,3
NODE-01396,NODE-01397,mentions,4
NODE-01397,NODE-01398,owns,5
NODE-01388,NODE-01398,cross_links,4
NODE-01398,NODE-01399,derives_from,6
NODE-01399,NODE-01400,depends_on,7
NODE-01400,NODE-01401,mentions,8
NODE-01391,NODE-01401,cross_links,7
NODE-01401,NODE-01402,owns,9
NODE-01402,NODE-01403,derives_from,10
NODE-01403,NODE-01404,depends_on,11
NODE-01394,NODE-01404,cross_links,1
NODE-01404,NODE-01405,mentions,12
NODE-01405,NODE-01406,owns,13
NODE-01406,NODE-01407,derives_from,14
NODE-01397,NODE-01407,cross_links,4
NODE-01407,NODE-01408,depends_on,15
NODE-01408,NODE-01409,mentions,16
NODE-01409,NODE-01410,owns,17
NODE-01400,NODE-01410,cross_links,7
NODE-01410,NODE-01411,derives_from,1
NODE-01411,NODE-01412,depends_on,2
NODE-01412,NODE-01413,mentions,3
NODE-01403,NODE-01413,cross_links,1
NODE-01413,NODE-01414,owns,4
NODE-01414,NODE-01415,derives_from,5
NODE-01415,NODE-01416,depends_on,6
NODE-01406,NODE-01416,cross_links,4
NODE-01416,NODE-01417,mentions,7
NODE-01417,NODE-01418,owns,8
NODE-01418,NODE-01419,derives_from,9
NODE-01409,NODE-01419,cross_links,7
NODE-01419,NODE-01420,depends_on,10
NODE-01420,NODE-01421,mentions,11
NODE-01421,NODE-01422,owns,12
NODE-01412,NODE-01422,cross_links,1
NODE-01422,NODE-01423,derives_from,13
NODE-01423,NODE-01424,depends_on,14
NODE-01424,NODE-01425,mentions,15
NODE-01415,NODE-01425,cross_links,4
NODE-01425,NODE-01426,owns,16
NODE-01426,NODE-01427,derives_from,17
NODE-01427,NODE-01428,depends_on,1
NODE-01418,NODE-01428,cross_links,7
NODE-01428,NODE-01429,mentions,2
NODE-01429,NODE-01430,owns,3
NODE-01430,NODE-01431,derives_from,4
NODE-01421,NODE-01431,cross_links,1
NODE-01431,NODE-01432,depends_on,5
NODE-01432,NODE-01433,mentions,6
NODE-01433,NODE-01434,owns,7
NODE-01424,NODE-01434,cross_links,4
NODE-01434,NODE-01435,derives_from,8
NODE-01435,NODE-01436,depends_on,9
NODE-01436,NODE-01437,mentions,10
NODE-01427,NODE-01437,cross_links,7
NODE-01437,NODE-01438,owns,11
NODE-01438,NODE-01439,derives_from,12
NODE-01439,NODE-01440,depends_on,13
NODE-01430,NODE-01440,cross_links,1
NODE-01440,NODE-01441,mentions,14
NODE-01441,NODE-01442,owns,15
NODE-01442,NODE-01443,derives_from,16
NODE-01433,NODE-01443,cross_links,4
NODE-01443,NODE-01444,depends_on,17
NODE-01444,NODE-01445,mentions,1
NODE-01445,NODE-01446,owns,2
NODE-01436,NODE-01446,cross_links,7
NODE-01446,NODE-01447,derives_from,3
NODE-01447,NODE-01448,depends_on,4
NODE-01448,NODE-01449,mentions,5
NODE-01439,NODE-01449,cross_links,1

# table:annotations
node_id,source,confidence,note
NODE-00001-v2,source-1-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00002-v2,source-2-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00003-v2,source-3-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00004-v2,source-4-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00005-v2,source-5-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00006-v2,source-6-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00007-v2,source-7-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00008-v2,source-8-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00009-v2,source-9-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00010-v2,source-10-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00011-v2,source-11-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00012-v2,source-12-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00013-v2,source-13-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00014-v2,source-14-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00015-v2,source-15-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00016-v2,source-16-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00017-v2,source-17-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00018-v2,source-18-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00019-v2,source-19-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00020-v2,source-20-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00021-v2,source-21-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00022-v2,source-22-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00023-v2,source-23-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00024-v2,source-24-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00025-v2,source-25-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00026-v2,source-26-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00027-v2,source-27-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00028-v2,source-28-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00029-v2,source-29-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00030-v2,source-30-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00031-v2,source-31-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00032-v2,source-32-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00033-v2,source-33-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00034-v2,source-34-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00035-v2,source-35-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00036-v2,source-36-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00037-v2,source-37-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00038-v2,source-38-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00039-v2,source-39-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00040-v2,source-40-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00041-v2,source-0-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00042-v2,source-1-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00043-v2,source-2-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00044-v2,source-3-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00045-v2,source-4-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00046-v2,source-5-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00047-v2,source-6-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00048-v2,source-7-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00049-v2,source-8-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00050-v2,source-9-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00051-v2,source-10-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00052-v2,source-11-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00053-v2,source-12-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00054-v2,source-13-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00055-v2,source-14-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00056-v2,source-15-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00057-v2,source-16-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00058-v2,source-17-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00059-v2,source-18-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00060-v2,source-19-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00061-v2,source-20-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00062-v2,source-21-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00063-v2,source-22-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00064-v2,source-23-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00065-v2,source-24-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00066-v2,source-25-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00067-v2,source-26-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00068-v2,source-27-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00069-v2,source-28-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00070-v2,source-29-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00071-v2,source-30-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00072-v2,source-31-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00073-v2,source-32-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00074-v2,source-33-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00075-v2,source-34-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00076-v2,source-35-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00077-v2,source-36-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00078-v2,source-37-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00079-v2,source-38-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00080-v2,source-39-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00081-v2,source-40-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00082-v2,source-0-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00083-v2,source-1-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00084-v2,source-2-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00085-v2,source-3-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00086-v2,source-4-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00087-v2,source-5-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00088-v2,source-6-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00089-v2,source-7-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00090-v2,source-8-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00091-v2,source-9-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00092-v2,source-10-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00093-v2,source-11-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00094-v2,source-12-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00095-v2,source-13-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00096-v2,source-14-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00097-v2,source-15-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00098-v2,source-16-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00099-v2,source-17-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00100-v2,source-18-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00101-v2,source-19-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00102-v2,source-20-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00103-v2,source-21-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00104-v2,source-22-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00105-v2,source-23-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00106-v2,source-24-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00107-v2,source-25-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00108-v2,source-26-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00109-v2,source-27-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00110-v2,source-28-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00111-v2,source-29-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00112-v2,source-30-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00113-v2,source-31-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00114-v2,source-32-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00115-v2,source-33-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00116-v2,source-34-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00117-v2,source-35-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00118-v2,source-36-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00119-v2,source-37-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00120-v2,source-38-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00121-v2,source-39-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00122-v2,source-40-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00123-v2,source-0-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00124-v2,source-1-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00125-v2,source-2-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00126-v2,source-3-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00127-v2,source-4-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00128-v2,source-5-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00129-v2,source-6-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00130-v2,source-7-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00131-v2,source-8-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00132-v2,source-9-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00133-v2,source-10-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00134-v2,source-11-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00135-v2,source-12-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00136-v2,source-13-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00137-v2,source-14-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00138-v2,source-15-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00139-v2,source-16-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00140-v2,source-17-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00141-v2,source-18-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00142-v2,source-19-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00143-v2,source-20-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00144-v2,source-21-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00145-v2,source-22-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00146-v2,source-23-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00147-v2,source-24-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00148-v2,source-25-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00149-v2,source-26-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00150-v2,source-27-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00151-v2,source-28-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00152-v2,source-29-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00153-v2,source-30-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00154-v2,source-31-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00155-v2,source-32-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00156-v2,source-33-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00157-v2,source-34-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00158-v2,source-35-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00159-v2,source-36-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00160-v2,source-37-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00161-v2,source-38-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00162-v2,source-39-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00163-v2,source-40-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00164-v2,source-0-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00165-v2,source-1-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00166-v2,source-2-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00167-v2,source-3-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00168-v2,source-4-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00169-v2,source-5-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00170-v2,source-6-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00171-v2,source-7-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00172-v2,source-8-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00173-v2,source-9-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00174-v2,source-10-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00175-v2,source-11-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00176-v2,source-12-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00177-v2,source-13-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00178-v2,source-14-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00179-v2,source-15-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00180-v2,source-16-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00181-v2,source-17-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00182-v2,source-18-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00183-v2,source-19-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00184-v2,source-20-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00185-v2,source-21-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00186-v2,source-22-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00187-v2,source-23-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00188-v2,source-24-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00189-v2,source-25-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00190-v2,source-26-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00191-v2,source-27-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00192-v2,source-28-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00193-v2,source-29-v2,medium-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00194-v2,source-30-v2,high-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
NODE-00195-v2,source-31-v2,low-v2,Synthetic annotation for graph-oriented benchmark coverage.-v2
